Supplier,Manufacturer,Supplier material number (Catalogue),Manufactorer material number (Cataloque),"Material Name
(long designation)",Packaging unit (Pack.),"Quantity
[piece in base unit]","Base unit
(piece)","Sales Sales Jan- Sep 
pack","Sales Jan- Sep
piece",emdn_code,emdn_name,emdn_confidence
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340068,52.34.0068,52.34.0068 RM Pressfit cup ToCP 54/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340068,52.34.0068,52.34.0068 RM Pressfit cup ToCP 54/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340068,52.34.0068,52.34.0068 RM Pressfit cup ToCP 54/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,2,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340069,52.34.0069,52.34.0069 RM Pressfit cup TiCP vitamys 56/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340070,52.34.0070,52.34.0070 RM Pressfit cup ToCP 58/36,box,1,piece,1,1,P0908030102,PRIMARY IMPLANT UNCEMENTED ACETABULAR CUPS,medium
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340192,52.34.0192,52.34.0192 optimys stem std. TAV 2 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340192,52.34.0192,52.34.0192 optimys stem std. TAV 2 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340192,52.34.0192,52.34.0192 optimys stem std. TAV 2 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340193,52.34.0193,52.34.0193 optimys stem std. TAV 3 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
Enovis Slovakia s.r.o.,Mathys Ltd Bettlach,52340194,52.34.0194,52.34.0194 optimys stem std. TAV 4 uncem,box,1,piece,1,1,P090804010201,"UNCEMENTED FEMORAL STEMS FOR PRIMARY IMPLANT, WITH FIXED NECK, STRAIGHT",high
